IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
1233619-38-LE26;LICENCIAS DE SOFTWARE PARA EL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA MAULE COSTA;LE;Publicada y disponible para ofertar;20/08/2026 13:29:52;El objetivo de la presente licitación es contratar el ADQUISICIÓN DE LICENCIAS DE SOFTWARE PARAEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA MAULE COSTA ID 1233619-38-LE26, la contratación de las licencias de software antes indicadas resulta esencial para asegurar la continuidad, eficiencia y adecuado desarrollo de las labores administrativas y operacionales del Servicio Local, permitiendo contar con la ;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA MAULE COSTA
4447-14-LE26;Licencias de software;LE;Publicada y disponible para ofertar;17/08/2026 18:13:28;Se requiere la adquisición de Licencias según detalle, necesarias para garantizar la continuidad operativa de los departamentos involucrados en la digitalización y el tratamiento de material digital y audiovisual de la Biblioteca Nacional.;CLP;PUBLICADO;DISPONIBLE;35.823.800;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL
587-32-LE26;SELICO  316-2026  LICENCIA DE SOFTWARE;LE;Publicada y disponible para ofertar;05/08/2026 10:38:19;Contratar la compra de uso de software para la renovación de una 01 licencia Google Maps API, o equivalente, por doce 12 meses o la duración de un millón 1.000.000 de créditos.;USD;PUBLICADO;DISPONIBLE;12.000,00;SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO
2348-34-LP26;ADQUISICIÓN DE LICENCIAS DE SOFTWARE;LP;Publicada y disponible para ofertar;25/08/2026 11:39:20;ADQUISICIÓN DE LICENCIAS DE SOFTWARE PARA LA MUNICIPALIDAD DE PUNTA ARENAS. LICENCIAS DE SOFTWARE POR LÍNEA DE PRODUCTO, DE DIFERENTES CARACTERÍSTICAS, CON LA FINALIDAD DE SATISFACER DE MANERA ADECUADA Y EFICIENTE LA LABOR DEL DEPARTAMENTO DE INFORMÁTICA DEPENDIENTE DE LA DIRECCIÓN DE SERVICIOS GENERALES. OFERTAR SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS.;CLP;PUBLICADO;ESTIMADO;163.000.000;I MUNICIPALIDAD DE PUNTA ARENAS
1641-323-LE26;FMM - SUMINISTRO DE LICENCIA DE SOFTWARE AUTOCAD PARA OBRAS;LE;Publicada y disponible para ofertar;25/08/2026 11:30:17;La contratación de “SUMINISTRO DE LICENCIA DE SOFTWARE AUTOCAD PARA OBRAS” tiene por objeto, cumplir de manera continua la labor asistencial que ha sido encomendada a nuestra Institución, estableciendo las condiciones que permitan alcanzar la combinación más ventajosa entre todos los beneficios del bien o servicio a adquirir, y todos sus costos asociados, presentes y futuros (Art. 37° del Reglamento), según el siguiente detalle:  ÍTEM N°1: SUMINISTRO DE LICENCIA DE SOFTWARE AUTOCAD PARA OBRAS SUB-ÍTEM	DESCRIPCIÓN	UNIDAD DE MEDIDA	CANTIDAD 1.1	SUMINISTRO DE LICENCIAS DE SOFTWARE AUTOCAD LT	UNIDAD	7 1.2	SUMINISTRO DE LICENCIAS DE SOFTWARE AUTOCAD	UNIDAD	2 ;CLP;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SERVICIO DE SALUD OCCIDENTE HOSPITAL SAN JUAN DE DIOS
2755-31-LE26;ADQUISICIÓN SUSCRIPCIÓN DE SOFTWARE DE DISEÑO.;LE;Publicada y disponible para ofertar;14/08/2026 16:35:52;Ilustre Municipalidad de San Antonio, requiere contratacion de licencias software, para el diseño de planos, diseño gráfico, para las Direcciónes de SECPLA y DOM.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE SAN ANTONIO
752-29-LP26;Adquisición de Licencias y Suscripciones;LP;Publicada y disponible para ofertar;24/08/2026 09:39:00;La presente contratación tiene por objeto la adquisición de licencias de software y suscripciones para el Gobierno Regional de Los Lagos, destinadas a satisfacer las necesidades de funcionamiento y continuidad de las herramientas y plataformas tecnológicas utilizadas por la institución, conforme a las características, cantidades, condiciones de licenciamiento y demás requisitos establecidos en las presentes Bases;CLP;PUBLICADO;DISPONIBLE;271.586.000;GOBIERNO REGIONAL DECIMA REGION LOS LAGOS
1111089-15-LP26;RENOVACION Y ADQUISICION  LICENCIAS SOFTWARE ANID;LP;Publicada y disponible para ofertar;17/08/2026 15:42:20;La Agencia Nacional de Investigación y Desarrollo, ANID, requiere contar con el licenciamiento de software utilizado por Anid, para la continuidad operativa.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Comisión Nacional de Investigación Científica y Tecnológicas - CONICYT
3970-7-LE26;Servicio de actualización de Software forense;LE;Publicada y disponible para ofertar;14/08/2026 10:22:56;ACTUALIZACIÓN Y SOPORTE TÉCNICO PARA 03 LICENCIAS DE SOFTWARE FORENSIC TOOLKIT FTK SERIES: 3681010, 3681011 y 2326181 12 MESES YO EQUIVALENTE;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;DIRECCION DE LOGISTICA DE CARABINEROS
730566-20-LE26;Adquisición licencias Microsoft Defender -Exchange;LE;Publicada y disponible para ofertar;21/08/2026 15:01:34;El objeto de la esta adquisición es renovar licencias Microsoft Defender for Office 365 P1 y Exchange Online P1 con el fin de dotar de capacidades de seguridad antispam a plataforma de correos electrónicos y avanzar hacia un sistema de correo electrónico totalmente cloud.;USD;NO PUBLICADO;ESTIMADO;Entre 100 y 1000 UTM;SUBSECRETARIA DE EVALUACION SOCIAL
1233623-38-LE26;ADQUISICIÓN DE SOFTWARE AEC COLLECTION 2025;LE;Publicada y disponible para ofertar;24/08/2026 18:43:00;El Servicio Local de Educación Pública Licancabur convoca a licitación pública para la adquisición de nueve licencias de software AEC Collection 2025, equivalente o superior, destinadas a la Subdirección de Infraestructura y Mantenimiento, Unidad de Diseño y Planificación.;CLP;PUBLICADO;DISPONIBLE;19.800.000;Servicio Local de Educación Pública Licancabur
2699-35-LE26;ADQUISICIÓN  SOFTWARE CAMARAS CORPORALES TIPO AXON;LE;Publicada y disponible para ofertar;19/08/2026 10:37:00;Adquisición De Licencias Software Profesional De Gestión De Evidencia Digital Y Adquisición Upgrade A Software Profesional De Gestión De Evidencia Digital Respond Plus Compatibles Con  Cámaras Corporales Axon Body 4 34 licencias Software Profesional de Gestión de Evidencia Digital Basic compatibles para cámaras Axon Body 4 incluye 1 licencia Profesional. 34 Upgrade a Respond Plus compatibles.;CLP;PUBLICADO;DISPONIBLE;56.037.632;I MUNICIPALIDAD DE LA REINA
1483311-2-LP26;SERVICIO DE ARRIENDO DE SOFTWARE DE REMUNERACIONES;LP;Publicada y disponible para ofertar;14/08/2026 17:08:22;Adquirir servicio de arriendo de software de remuneraciones y gestión de personas P01 y P02, con el objeto de administrar la gestión del personal contratado y particularmente en lo que se refiere al pago de remuneraciones de los funcionarios y funcionarias nivel central, docentes y asistentes de la educación del Slep Los Viñedos.;CLP;PUBLICADO;DISPONIBLE;202.000.000;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LOS VIÑEDOS
5416-32-LE26;Suscripciones Licenciamiento Tableau;LE;Publicada y disponible para ofertar;25/08/2026 11:13:35;Contratación de Suscripciones Licenciamiento Tableau para la Dirección de Desarrollo Estratégico y Calidad de la Universidad de La Serena. SC 50986. Se solicita leer la totalidad de las Bases, adjuntar los antecedentes necesarios para poder ser evaluado.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;UNIVERSIDAD DE LA SERENA
2445-109-LP26;SERVICIO SOFTWARE GESTIÓN  ASISTENCIA DEPTO. SALUD;LP;Publicada y disponible para ofertar;26/08/2026 09:41:16;SERVICIO DE ARRIENDO, IMPLEMENTACIÓN, MANTENCIÓN Y SOPORTE DE SOFTWARE CLOUD PARA GESTIÓN DE ASISTENCIA Y TERMINALES BIOMÉTRICOS PARA EL  DEPARTAMENTO DE SALUD DE CURICO, SP  0815, Contacto Encargado de Informática Enrique Ibarra fono 75-2-289153;CLP;PUBLICADO;ESTIMADO;132.232.000;I MUNICIPALIDAD DE CURICO
2981-223-LE26;LICENCIAS TIPO AUTOCAD;LE;Publicada y disponible para ofertar;18/08/2026 17:11:27;ADQUISICION DE LICENCIAS SOFTWARE TIPO AUTOCAD EQUIVALENTE O SUPERIOR;CLP;PUBLICADO;DISPONIBLE;15.000.000;POLICIA DE INVESTIGACIONES DE CHILE
425-39-LR26;ADQUISICIÓN Y RENOVACIÓN DE LICENCIAS DE SOFTWARE PARA EL PODER JUDICIAL;LR;Publicada y disponible para ofertar;29/07/2026 12:03:00;UR(1804) ADQUISICIÓN Y RENOVACIÓN DE LICENCIAS DE SOFTWARE PARA EL PODER JUDICIAL;USD;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;CORP ADMINISTRATIVA DEL PODER JUDICIAL
2490-81-LP26;“RENOVACIÓN Y ADQUISICIÓN DE SOFTWARE DE LICENCIAS AUTODESK O EQUIVALENTE 2026-2027”;LP;Publicada y disponible para ofertar;17/08/2026 14:29:11;La Municipalidad de Providencia requiere contratar el servicio de “RENOVACIÓN Y ADQUISICIÓN DE SOFTWARE DE LICENCIAS AUTODESK O EQUIVALENTE PERÍODO 2026-2027”, con el objeto de contar con la renovación, compra y soporte necesario del licenciamiento de AutoCAD o software equivalente para arquitectos y funcionarios revisores de planos, agrupando dichas licencias en un solo contrato anual por la totalidad de las licencias.;USD;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE PROVIDENCIA
5482-80-LR26;CONTRATACIÓN DE SERVICIOS DE SISTEMAS INFORMÁTICOS MUNICIPALES;LR;Publicada y disponible para ofertar;23/07/2026 09:57:00;CONTRATACIÓN DE SERVICIOS DE SISTEMAS INFORMÁTICOS MUNICIPALES;CLF;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;I MUNICIPALIDAD DE NUNOA
587-35-LE26;SELICO 317 LICENCIAS KASPERSKY O EQUIVALENTE;LE;Publicada y disponible para ofertar;17/08/2026 11:47:30;Renovación de doscientas 200 licencias de Software antivirusantimalware denominado Kaspersky Embedded Systems Security o equivalentes, por doce 12 meses, más servicios profesionales de soporte por cuarenta 40 horas anuales.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO
1110404-154-LE26;ADQUISICIÓN DE LICENCIAS PERMANENTES DE SOFTWARE FACTORY IO PARA LA ESPECIALIDAD DE ELECTRÓNICA DEL LICEO POLITÉCNICO ARICA SERVICIO LOCAL DE EDUCACIÓN PÚBLICA CHINCHORRO;LE;Publicada y disponible para ofertar;24/08/2026 11:07:16;SOL-2026-1260 LICEO POLITECNICO ARICA Fuente de financiamiento : SEP Materia de compra : 2907001 Programas computacionales;CLP;PUBLICADO;ESTIMADO;12.154.650;SERVICIO LOCAL DE EDUCACION DE CHINCHORRO
813-90-LE26;Consultoría en desarrollo de software. E1O2RT9.;LE;Publicada y disponible para ofertar;18/08/2026 16:42:42;Servicio de consultoría en desarrollo de software, garantizando con ello, a) automatizar los procesos de la transformación de datos de la información de registros y b) desarrollar un piloto de herramienta basada en inteligencia artificial.;CLP;PUBLICADO;DISPONIBLE;55.000.000;INSTITUTO DE SALUD PUBLICA DE CHILE
1069417-24-LE26;ARRIENDO DE SOFTWARE PARA LA FARMACIA COMUNAL;LE;Publicada y disponible para ofertar;18/08/2026 20:07:41;Establecer un Contrato de Suministro para el Servicio de Arriendo de Software para la Gestión Integral de la Farmacia Comunal, Unidad dependiente de la Dirección de Salud de la Ilustre Municipalidad de Chillán, sin emisión automática de Orden de Compra y con una vigencia de 36 meses. La finalidad es contar con un software destinado a la gestión integral de la Farmacia Comunal de Chillán, considerando sus procesos de inscripción de usuarios, inscripción de medicamentos, venta, pago y despacho, creación de productos, ingreso de facturas y guías de despacho, inventario, administración del sistema, informes, seguridad, respaldo, soporte, capacitación, mantención, continuidad operacional y escalabilidad futura.;CLP;PUBLICADO;DISPONIBLE;10.800.000;I MUNICIPALIDAD DE CHILLAN
4429-95-LE26;ARRIENDO SOFTWARE FARMACIA Y OPTICA MUNICIPAL;LE;Publicada y disponible para ofertar;24/08/2026 12:16:34;SERVICIO DE ARRIENDO, IMPLEMENTACION, PUESTA EN MARCHA Y MANTENCION SOFTWARE EN GESTION FARMACIA Y OPTICA COMUNAL DE LA MUNICIPALIDAD DE HUALPEN;CLP;PUBLICADO;DISPONIBLE;10.000.000;MUNICIPALIDAD DE HUALPEN
587-37-LE26;SELICO 326-2026. Renovación Software Estadístico;LE;Publicada y disponible para ofertar;13/08/2026 14:54:21;Se requiere contratar la renovación anual de uso de licencias de software Statistics Smart Pack IBM SPSS o equivalente, que incluye once 11 licencias autorizadas de los módulos Base y Custom Tables, y tres 03 licencias concurrentes de los mismos módulos, por doce 12 meses, para el periodo comprendido entre el 01 de enero de 2027 al 31 de diciembre del 2027.;USD;PUBLICADO;ESTIMADO;33.150,00;SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO
2287-24-LE26;RENOVACIÓN LICENCIAS AUTODESK;LE;Publicada y disponible para ofertar;20/08/2026 12:42:57;DECRETO ALCALDICIO N1529 DEL 19-08-2026 QUE APRUEBA LAS BASES ADMINISTRATIVAS GENERALES Y ESPECIALES, FORMATOS Y ESPECIFICACIONES TÉCNICAS PARA EL LLAMADO A LICITACIÓN PÚBLICA POR EL SERVICIO DE “RENOVACIÓN DE LICENCIAS AUTODESK AEC COLLECTION Y AUTODESK 3DS MAX, PARA LA MUNICIPALIDAD DE MACUL”.;CLP;PUBLICADO;DISPONIBLE;24.000.000;ILUSTRE MUNICIPALIDAD DE MACUL
2387-73-LP26;Contratación de licencia de uso y mantención de programas computacionales;LP;Publicada y disponible para ofertar;24/08/2026 16:37:08;Solución informática a nivel de software, que considere los sistemas de información de gestión y planificación comunal.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE PUCON
1602-17-LE26;ADQUISICIÓN DE LICENCIAS INTELLIJ IDEA ULTIMATE j;LE;Publicada y disponible para ofertar;19/08/2026 15:18:46;ADQUISICIÓN DE LICENCIAS INTELLIJ IDEA ULTIMATE jbt-104;CLP;PUBLICADO;ESTIMADO;35.000.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
548874-67-LP26;SERVICIO LICENCIAMIENTO HERRAMIENTA ONLINE;LP;Publicada y disponible para ofertar;10/08/2026 12:26:05;SERVICIO LICENCIAMIENTO HERRAMIENTA ONLINE ITRS UPTRENDS O SIMILAR PARA CHILEATIENDE  E1O2RT8;CLP;PUBLICADO;DISPONIBLE;120.000.000;INSTITUTO DE PREVISION SOCIAL
4389-8-LE26;SERVICIO DE SUSCRIPCIÓN DE LICENCIAS ADOBE PARA MUSEOS SERPAT;LE;Publicada y disponible para ofertar;20/08/2026 10:13:35;SERVICIO DE SUSCRIPCIÓN DE LICENCIAS ADOBE PARA MUSEOS SERPAT;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SERVICIO NACIONAL DEL PATRIMONIO CULTURAL
3762-33-LP26;Sistemas Integrados para Gestión Municipal con Sop;LP;Publicada y disponible para ofertar;03/08/2026 18:28:00;Sistemas Integrados para Gestión Municipal con Soporte, Mantención y Administración, Municipalidad de Paillaco;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;I MUNICIPALIDAD DE PAILLACO
4112-21-LE26;ADQUISICIÓN DE LICENCIAS AUTOCAD ADOBE Y OFFICE;LE;Publicada y disponible para ofertar;26/08/2026 11:04:09;SEGUN BASES ADMINISTRATIVAS, TECNICAS Y OTROS ANTECEDENTES;CLP;PUBLICADO;DISPONIBLE;30.500.000;I MUNICIPALIDAD DE CURACAUTIN
2273-54-LE26;RENOVACIÓN Y ADQUISICIÓN DE LICENCIAS;LE;Publicada y disponible para ofertar;26/08/2026 10:28:00;RENOVACIÓN Y ADQUISICIÓN DE LICENCIAS;USD;PUBLICADO;DISPONIBLE;22,88;I MUNICIPALIDAD DE LA PINTANA
1016414-20-LE26;Bases Suscripciones del Servicio Adobe Creative;LE;Publicada y disponible para ofertar;17/08/2026 11:54:21;Bases Suscripciones del Servicio Adobe Creative Cloud for Teams All Apps;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;CONSEJO NACIONAL DE TELEVISION
3524-5-LP26;ADQUISICIÓN DE LICENCIAS COMPUTACIONALES;LP;Publicada y disponible para ofertar;20/08/2026 16:59:16;Las presentes Bases Administrativas regulan el llamado a propuesta pública, por parte de la División de Ingenieros, en adelante “entidad licitante” o “DIVINGE”, para la “Adquisición de licencias computacionales, para la División de Ingenieros”, ubicada en calle Santo Domingo N.º 3317, comuna de Quinta Normal, región Metropolitana.;CLP;PUBLICADO;DISPONIBLE;101.710.000;DIVISION LOGISTICA DEL EJERCITO
1216062-25-LP26;PLATAFORMA DE CONTACT CENTER;LP;Publicada y disponible para ofertar;07/08/2026 12:37:00;CONTRATACIÓN DEL SERVICIO “PLATAFORMA CONTACT CENTER, SOLUCIÓN DE SOFTWARE EN LA NUBE PARA CENTROS DE CONTACTO PARA LOS CENTROS DE SALUD DEPENDIENTES DE LA CORPORACION MUNICIPAL DE LO PRADO”;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;Corporación Municipal de Lo Prado
1456835-1-LP26;SERVICIO DE ARRIENDO DE SOFTWARE DE GDP Y REMUNERA;LP;Publicada y disponible para ofertar;18/08/2026 23:36:53;Adquirir servicio de arriendo de software de remuneraciones y gestión de personas P01 y P02, con el objeto de velar por el correcto pago de remuneraciones y llevar adecuadamente la administración de los funcionarios y funcionarias nivel central, docentes y asistentes de la educación del Slep Del Litoral.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL LITORAL
711-8-LE26;RENOVACIÓN Y ADQUISICIÓN DE LICENCIAS DE SOFTWARE ADOBE PARA LA SUBSECRETARÍA DE TRANSPORTES Y SUS PROGRAMAS DEPENDIENTES;LE;Publicada y disponible para ofertar;18/08/2026 09:10:24;El objetivo principal es contratar la renovación y adquisición de las licencias del software Adobe según el detalle descrito en el punto 1.4 de estas bases, con la finalidad de que la Subsecretaría y sus programas dependientes cuenten con acceso continuo a esta herramienta, y así llevar a cabo las tareas relacionadas con el diseño de campañas corporativas, elaboración de material gráfico y mejoras de sitios web, entre otras.;USD;PUBLICADO;DISPONIBLE;57.459,00;SUBSECRETARIA DE TRANSPORTES
1605-44-LR26;LR-4914 Renovación de Licencias Red Hat Runtimes;LR;Publicada y disponible para ofertar;29/07/2026 12:15:56;El objetivo del presente proceso es renovar el licenciamiento de la plataforma JBoss EAP que posee el Servicio de Impuestos Internos a través de 6 suscripciones de licencias de software Red Hat Runtimes, Premium 64 Cores or 128 vCPUs, más los servicios de soporte por un período de 36 meses.;USD;PUBLICADO;ESTIMADO;815.832,00;SERVICIO DE IMPUESTOS INTERNOS DIRECCION
1005498-19-CO26;SUSCRIPCIÓN DE 6 LICENCIAS DE MAD-TOD-SUB TOAD;CO;Publicada y disponible para ofertar;19/08/2026 14:54:04;La presente licitación privada tiene por objeto la suscripción de 6 seis licencias de software TOAD, en modalidad de suscripción anual, incluyendo soporte y mantención, con el fin de apoyar las labores del Departamento de Ingeniería de Sistemas en la gestión y administración de bases de datos Oracle y del Departamento de Desarrollo en apoyo del desarrollo de software.;CLP;PUBLICADO;DISPONIBLE;9.764.000;COMISION PARA EL MERCADO FINANCIERO
1133353-43-LR26;ARRIENDO DE SOFTWARE INTEGRAL PARA LA GESTIÓN MUNICIPAL ÁREAS DE SALUD Y MUNICIPAL COMUNA DE RAUCO;LR;Publicada y disponible para ofertar;17/08/2026 12:16:28;1.2	La Ilustre Municipalidad de Rauco, requiere la “ARRIENDO DE SOFTWARE INTEGRAL PARA LA GESTIÓN MUNICIPAL ÁREAS DE SALUD Y MUNICIPAL”, cuyos detalles y reglamentación se encuentran contenidos en las presentes Bases Administrativas, Términos de Referencia y en los documentos anexos.;CLP;PUBLICADO;DISPONIBLE;388.644.480;I MUNICIPALIDAD DE RAUCO
