IDLicitacion;NombreLicitacion;Tipo;Estado;FechaPublicacion;Descripcion;Moneda;TipoPresupuesto;TipoMonto;MontoLicitacion;Organismo
1271178-35-LP26;Servicio de agendamiento remoto de citas clínicas;LP;Publicada y disponible para ofertar;12/08/2026 10:57:58;La Corporación Municipal de Desarrollo Social de Macul, en adelante también la “Corporación”, requiere contratar el servicio de agendamiento remoto de citas clínicas para los centros de salud, cuyo propósito es facilitar el acceso a la atención y optimizar la gestión de horas médicas.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;CORPORACION MUNICIPAL DE DESARROLLO SOCIAL DE MACUL
1111089-18-LP26;ADQUISICIÓN DE LICENCIAS IBM;LP;Publicada y disponible para ofertar;21/08/2026 15:47:05;La Agencia Nacional de Investigación y Desarrollo, ANID, requiere contar con el licenciamiento para el motor de base de datos Informix y licencias Digital Business Automation Express utilizadas por ANID, para el uso de sistemas de postulación y evaluación.;CLP;PUBLICADO;DISPONIBLE;82.000.000;Comisión Nacional de Investigación Científica y Tecnológicas - CONICYT
4429-96-LE26;SISTEMA INFORMATICO WEB PARA CENTROS DE SALUD;LE;Publicada y disponible para ofertar;24/08/2026 15:09:43;Servicio de Sistema Informático Web para la Gestión de Calidad, Seguridad del Paciente, Acreditación y Autorización Sanitaria de los Establecimientos dependientes de la Dirección de Salud Municipal de Hualpén;CLP;PUBLICADO;DISPONIBLE;32.500.000;MUNICIPALIDAD DE HUALPEN
1020-42-LE26;Adq. Suscrip. Lic. Veeam Backup MS Office 365 MOP.;LE;Publicada y disponible para ofertar;24/08/2026 11:34:44;Que, el objetivo de esta Adquisición es, contar con “Suscripción Nuevas de las Licencias de Respaldo Veeam Backup for Microsoft 365”, actualizado y con Soporte Vigente de la Marca, que permita realizar respaldo de correos desde Exchange Online Office 365 y de Exchange Server versión 2013 o superior On premises, a su vez que permita alojar los respaldos de manera local y en la nube de AWS durante un periodo de al menos 5 años.;CLP;PUBLICADO;ESTIMADO;45.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
2770-120-LR26;SISTEMA DE GESTIÓN INTEGRADO SMAPA;LR;Publicada y disponible para ofertar;10/08/2026 17:24:57;La presenta licitación tiene por finalidad la adquisición, implementación y ejecución de un sistema TI (tecnología de la información) enfocado en unificar e integrar todas las tareas de las diferentes unidades de SMAPA en una sola plataforma, de manera de tener una sola fuente de información, sin necesidad de traspasos manuales, para así prestar un mejor servicio a los usuarios, así como también el facturador electrónico de la Municipalidad de Maipú.  Todo lo anterior en virtud de lo dispuesto en las presentes Bases Administrativas, las Bases Técnicas y todos sus anexos.;UF;PUBLICADO;ESTIMADO;54.017,6700;I MUNICIPALIDAD DE MAIPU
4451-82-LE26;ADQUISICIÓN DE LICENCIAS MICROSOFT 365;LE;Publicada y disponible para ofertar;13/08/2026 11:09:36;Las presentes bases administrativas de propuestas reglamentan la adquisición por parte del municipio, de 430 licencias Microsoft office 365, por un período de 12 meses, la que será financiado por la I. municipalidad de San Clemente a través del presupuesto 2026.  El Proveedor adjudicado deberá asegurar la continuidad operativa de los servicios actuales, considerando la coordinación y seguridad necesaria para la configuración y carga de las nuevas licencias para usuarios del municipio, además, debe ofrecer plan de soporte anual incluido en la oferta comercial;CLP;PUBLICADO;DISPONIBLE;52.400.000;I MUNICIPALIDAD DE SAN CLEMENTE
1056854-8-LE26;ADQUISICIÓN DE UN SERVIDOR PARA VIDEO VIGILANCIA CON LICENCIAMIENTO;LE;Publicada y disponible para ofertar;11/08/2026 16:42:00;Se requiere adquirir un servidor para Video Vigilancia con licenciamiento. Las características técnicas se encuentran detalladas en documento Bases Técnicas adjunto a la presente licitación.;CLP;PUBLICADO;DISPONIBLE;59.663.865;I MUNICIPALIDAD DE PROVIDENCIA
1110404-145-LE26;CONTRATO DE SUMINISTRO DE EQUIPAMIENTO DE CONECTIVIDAD PARA ESTABLECIMIENTOS PERTENECIENTES AL SLEP CHINCHORRO DE ARICA AÑO 2026 Y 2027;LE;Publicada y disponible para ofertar;12/08/2026 15:38:37;CONTRATO DE SUMINISTRO DE EQUIPAMIENTO DE CONECTIVIDAD PARA ESTABLECIMIENTOS, PERTENECIENTES AL SLEP CHINCHORRO DE ARICA AÑO 2026 Y 2027;CLP;PUBLICADO;ESTIMADO;71.600.000;SERVICIO LOCAL DE EDUCACION DE CHINCHORRO
450-14-LE26;SERVICIO DE EJECUCIÓN DE SOLUCIONES DE ACUERDO A LAS PROPUESTAS TÉCNICAS DEL PROGRAMA HABITABILIDAD CHILE SOLIDARIO 2025 COMUNA DE RÍO NEGRO 2025;LE;Publicada y disponible para ofertar;17/08/2026 12:58:19;SERVICIO DE EJECUCIÓN DE SOLUCIONES DE ACUERDO A LAS PROPUESTAS TÉCNICAS DEL PROGRAMA HABITABILIDAD CHILE SOLIDARIO 2025 COMUNA DE RÍO NEGRO 2025;CLP;PUBLICADO;DISPONIBLE;24.599.880;I MUNICIPALIDAD DE RIO NEGRO
1607-11-LE26;Sistema Integral Web de Gestión de Activos Fijos;LE;Publicada y disponible para ofertar;17/08/2026 10:06:23;Se requiere de la contratación de un oferente del ramo que provea los servicios de sistema Integral Web de Gestión de Activos Fijos y Almacén Modalidad SAAS, por el periodo de 24 meses 2027-2029;CLP;PUBLICADO;DISPONIBLE;20.000.000;SUPERINTENDENCIA DE SEGURIDAD SOCIAL
1057780-5-LP26;ADQUISICIÓN EQUIPOS TIC HOSPITAL DE CURACAUTÍN;LP;Publicada y disponible para ofertar;14/08/2026 15:36:13;La presente licitación tiene como objetivo la adquisición de los equipo descrito y detallado en las especificaciones técnicas (Formulario Nº 5 “Oferta Técnica”) y en las presentes bases. Sólo se aceptarán ofertas por equipo nuevo.  ;CLP;PUBLICADO;ESTIMADO;170.000.000;SERVICIO DE SALUD ARAUCANIA NORTE
3506-88-LP26;ADQUISICION DE SOFTWARE DE GESTION MUNICIPAL;LP;Publicada y disponible para ofertar;14/08/2026 10:30:00;Se requiere el ADQUISICION DE SOFTWARE DE GESTION MUNICIPAL”. Esta adquisición debe considerar todo los especificado en las Bases Administrativas y Especificaciones técnicas  ;CLP;PUBLICADO;DISPONIBLE;269.000.000;I MUNICIPALIDAD DE TOCOPILLA
1422051-25-LE26;Contratación Servicio Plataforma de Gestión RRHH;LE;Publicada y disponible para ofertar;19/08/2026 16:23:22;Implementar una plataforma integral de gestión de personas para la Junta de Alcaldes, orientada a dar solución a los requerimientos derivados de las funciones comunes y diarias de la institución.;CLP;PUBLICADO;DISPONIBLE;32.000.000;JUNTA DE ALCALDES PROVIDENCIA LAS CONDES LA REINA
1057494-50-LR26;SOFTWARE PARA LA GESTIÓN DE LA UNIDAD DE LABORATOR;LR;Publicada y disponible para ofertar;11/08/2026 12:31:21;ARRIENDO DE SOFTWARE PARA LA GESTIÓN DE LA UNIDAD DE LABORATORIO CLÍNICO DEL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL
761-17-LE26;LICENCIAMIENTO APPLIANCE SOPHOS XGS 4500 E57882026;LE;Publicada y disponible para ofertar;19/08/2026 18:44:41;CONTRATAR EL SERVICIO DE “RENOVACIÓN LICENCIAMIENTO APPLIANCE SOPHOS XGS 4500” E5788-2026;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO
610-14-LE26;Licencias Microsoft 365 E3 sin teams Microsoft Teams Essentials Microsoft Planner Plan 1 Power BI Pro Power BI Premium y Power Automate Premium o equivalente;LE;Publicada y disponible para ofertar;14/08/2026 14:59:41;La Comisión necesita renovar 100 licencias Microsoft 365 E3 (sin Teams), 100 licencias Microsoft Teams Essentials, 90 Licencias Microsoft Planner Plan 1, 20 licencias de Microsoft Power BI Pro, 1 licencia Power Automate Premium y 2 licencias Power BI Premium per user (PPU) o equivalentes.;CLP;PUBLICADO;ESTIMADO;61.055.000;Comisión Nacional de Energía
1075337-45-LP26;SS. CONTACTABILIDAD DE PACIENTES VÍA WHATSAPP;LP;Publicada y disponible para ofertar;13/08/2026 10:52:00;La presente licitación tiene como objetivo la contratación del servicio de contactabilidad de pacientes vía whatsapp para fines de notificación estado de citaciones a usuarios de atención abierta del Hospital Dr. Mauricio Heyermann Torres de Angol.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD ARAUCANIA NORTE HOSPITAL DE ANGOL
1051173-10-LE26;LICENCIAS FRESHDESK OMNI PRO Y FRESHSERVICE PRO;LE;Publicada y disponible para ofertar;21/08/2026 20:31:49;El Ministerio Secretaría General de la Presidencia en adelante e indistintamente “el Ministerio” o “MINSEGPRES”, requiere la adquisición de licencias Freshdesk Omni Pro para 16 agentes y licencias Freshservice Pro para 10 agentes, o de una solución equivalente o superior que cumpla íntegramente con las funcionalidades y requerimientos técnicos establecidos en estas bases, con la finalidad de fortalecer la atención ciudadana, optimizar la gestión de requerimientos y de servicios de tecnologías de la información, mejorar la trazabilidad de las actuaciones, apoyar la continuidad operacional de las plataformas del Ministerio y disponer de acceso a las actualizaciones, soporte y funcionalidades propias del licenciamiento durante la vigencia de la contratación, para así ejercer de mejor forma y más eficiente las labores y funciones propias de este Ministerio. Este servicio se realizará de conformidad con lo señalado en las presentes bases administrativas y a las especificaciones indicadas en las bases técnicas respectivas.;USD;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;MINISTERIO SECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA
1057544-283-LP26;Servicio de Arriendo Microsoft Office para nuevo parque computacional;LP;Publicada y disponible para ofertar;24/08/2026 10:36:02;La presente licitación tiene por objetivo el Servicio de Arriendo de Licencia Microsoft Office para nuevo parque computacional, con vigencia de 36 meses, según Especificación Técnica, para un total de 400 equipos, cuyo plazo de entrega de licencias, no podrá ser superior a 15 días hábiles a contar de la notificación del acto administrativo que aprueba el contrato.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL
2308-67-LR26;CONTINUIDAD DE SERVICIOS Y AMPLIACIÓN DE SISTEMA DE MONITOREO Y TELEVIGILANCIA SEGURIDAD CIUDADANA OSORNO;LR;Publicada y disponible para ofertar;03/08/2026 11:21:10;La iniciativa comprende el servicio de reinstalación en nueva sala de televigilancia, sala de equipos, enlaces espejos, demás requerimientos e incorporar un mínimo de 30 y hasta un máximo de 40 nuevas cámaras de seguridad al sistema existente y las que deben ser compatibles con el software de administración que cuenta el sistema de televigilancia de seguridad pública de la Ilustre Municipalidad de Osorno, la implementación del sistema de cámaras inteligentes y el software de administración de incidentes alertados mediante inteligencia artificial, los cuales se deberán ejecutar conforme a los requerimientos establecidos en las presentes bases administrativas y especificaciones técnicas adjuntas.;CLP;PUBLICADO;ESTIMADO;1.426.698.000;I MUNICIPALIDAD DE OSORNO
2251-11-LE26;Servicio de arriendo de plataforma Adobe Connect;LE;Publicada y disponible para ofertar;17/08/2026 10:40:05;La necesidad de la Escuela Técnica Aeronáutica de contratar el servicio de arriendo de la plataforma Adobe Connect bajo la nomenclatura E102RT9. Para más detalles de lo requerido, favor de revisar Bases de Licitación, Bases Administrativas, Bases Técnicas, Pauta de Evaluación, así como todo documento disponible como anexo en adjuntos de la presente licitación.  PAC: 3245-32-PC26;CLP;PUBLICADO;ESTIMADO;7.291.725;DIRECCION GENERAL DE AERONAUTICA CIVIL
1057727-6-L126;Adquisicion de Profesionales para Realizar Talleres-Proyectos Bienestar;L1;Publicada y disponible para ofertar;19/08/2026 15:40:55;Se solicita Contratar profesional para Proporcionar a los funcionarios del Hospital Base San José intervenciones de sonoterapia, pilates y acroyoga, como herramienta de salud laboral y  la colaboración en equipo.;CLP;PUBLICADO;DISPONIBLE;1.700.000;SERVICIO DE SALUD OSORNO
2713-159-LE26;DAF-informatica sevicio plataforma documental;LE;Publicada y disponible para ofertar;18/08/2026 15:55:22;Que, el Director de Administración y Finanzas a través de la unidad de informática y mediante solicitud N°961, de fecha 10 de agosto de 2026, solicita licitar un servicio integral en modalidad SaaS para la continuidad, ampliación, migración y soporte técnico de la Plataforma Documental y de Correspondencia de la Ilustre Municipalidad de Aysén.;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;I MUNICIPALIDAD DE AYSEN
4594-26-LP26;SUMINISTRO DE REACTIVOS  INSUMOS Y EQUIPAMIENTO;LP;Publicada y disponible para ofertar;21/08/2026 12:04:30;Convenio suministro de reactivos e insumos para química, hormonas, hematología y coagulación, incluyendo la entrega de equipos analíticos y software para el Laboratorio comunal. Presupuesto disponible 80.000.000 impuesto incluido.;CLP;PUBLICADO;DISPONIBLE;80.000.000;I MUNICIPALIDAD DE COIHUECO
3588-36-LP26;ARRIENDO SISTEMA GESTIÓN MUNICIPALIDAD YUNGAY;LP;Publicada y disponible para ofertar;06/08/2026 11:52:00;La presente licitación pública tiene como objetivo el arriendo, implementación y soporte técnico de una serie de sistemas computacionales integrados que permitan optimizar la gestión administrativa, operativa, control y de atención al usuario dentro de la municipalidad de Yungay. Estos sistemas deben abarcan diversas áreas críticas para el funcionamiento municipal Municipalidad, Departamento de Salud y Departamento de Cementerio, tales como contabilidad gubernamental, tesorería, órdenes de ingresos, Juzgado de policía local, permisos de circulación y otros servicios esenciales para el buen desempeño de la administración local. Con esta licitación, la municipalidad de Yungay y sus servicios incorporados a la gestión municipal buscan automatizar procesos clave, mejorar la toma de decisiones basado en datos y asegurar un servicio ágil y eficiente hacia la ciudadanía, favoreciendo el desarrollo sostenible y la modernización de la administración local. Para este propósito la solución tecnológica debe contar con plataformas tecnológicas que cumplan con los más altos estándares de seguridad, eficiencia y escalabilidad, alineadas con la normativa chilena vigente en materia de transformación digital, gestión pública, protección de datos y transparencia.;CLP;PUBLICADO;DISPONIBLE;290.000.000;I MUNICIPALIDAD DE YUNGAY
2282-97-LR26;PP 192-2025 ARRIENDO DE SISTEMA PARA LA GESTIÓN DE;LR;Publicada y disponible para ofertar;18/08/2026 16:15:09;ARRIENDO DE SISTEMA PARA LA GESTIÓN DE LA INFORMACIÓN DE LA ILUSTRE MUNICIPALIDAD DE VALDIVIA;CLP;PUBLICADO;DISPONIBLE;384.000.000;I MUNICIPALIDAD VALDIVIA
1057490-52-LR26;Up Grade + Servicio Mantenimiento Tomógrafo Axial;LR;Publicada y disponible para ofertar;31/07/2026 16:15:01;Adquisición de un Up Grade para las consolas de control y servicio de mantención preventiva y correctiva con repuestos incluidos del equipo tomógrafo Axial Computarizado CT Optima 660 perteneciente al servicio de neurorradiología del Instituto de Neurocirugía. El oferente debe entregar los UP grade instalados y el equipo funcionando en las mismas condiciones, entendido que las instalaciones deberán estar en perfecto funcionamiento de acuerdo a las normativas exigidas.;CLP;NO PUBLICADO;ESTIMADO;Igual o superior a 5.000 UTM;Instituto de Neurocirugía
948354-128-LP26;CONTRATACIÓN DEL SERVICIO DE SISTEMA INFORMÁTICO PARA GESTIÓN DE DATOS DE BANCO DE SANGRE DEL HOSPITAL DIPRECA;LP;Publicada y disponible para ofertar;19/08/2026 16:45:12;El Hospital de la Dirección de Previsión de Carabineros de Chile, ubicado en Vital Apoquindo N°1.200, Comuna de Las Condes, Región Metropolitana, en adelante “EL HOSPITAL”, llama a Licitación Pública para la Contratación del Servicio de Sistema Informático para Gestión de Datos de Banco de Sangre, en adelante “EL SERVICIO”, por un periodo de 24 meses, cuyas características y requisitos técnicos constan en las Bases Administrativas y Técnicas de esta Licitación con sus respectivos anexos.;CLP;PUBLICADO;ESTIMADO;175.000.000;FONDO HOSPITAL DE LA DIRECCION DE PREVISION DE CARABINEROS DE CHILE
721703-28-LE26;Servicio de Soporte Desarrollo y Mejora Evolutiva;LE;Publicada y disponible para ofertar;21/08/2026 11:21:03;Servicio de Soporte, Desarrollo yo Mejora Evolutiva para el Sistema de Información de Gestión Administrativa Simce SIGAS.;CLP;PUBLICADO;ESTIMADO;26.152.000;AGENCIA DE CALIDAD DE LA EDUCACION
1663-121-LR26;SUMINISTRO DE INSUMOS Y REACTIVOS LABORATORIO CLINICO;LR;Publicada y disponible para ofertar;28/07/2026 16:04:57;EL HOSPITAL DE QUELLON REQUIERE CONTRATAR UN SUMINISTRO DE INSUMOS Y REACTIVOS PARA SU LABORATORIO CLINICO;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;SERVICIO DE SALUD CHILOE
2101-112-LE26;RIS-PACS PARA EL SERVICIO DE IMAGENOLOGIA;LE;Publicada y disponible para ofertar;18/08/2026 16:52:14;Mediante la presente propuesta pública el Hospital Intercultural Kallvu Llanka invita a oferentes, personas naturales o jurídicas, chilenas o extranjeras, uniones temporales de proveedores, UTP, tratándose de uniones temporales de proveedores , deberán dar cumplimiento al Artículo 67 bis del reglamento de compras, a participar de una licitación pública para la suscripción del “SISTEMA INFORMATICO RIS-PACS PARA EL SERVICIO DE IMAGENOLOGIA”, por un periodo de 12 doce meses, definido en las bases Administrativas y Técnicas en concordancia con la Legislación Vigente, Requerimiento Técnico y Anexos que constituyen el referido llamado a Licitación Pública del Hospital;CLP;NO PUBLICADO;DISPONIBLE;Entre 100 y 1000 UTM;HOSPITAL INTERCULTURAL KALLVU LLANKA.-
869591-11-LR26;CONTRATACIÓN DEL DESARROLLO DEL PROYECTO NUEVA  OC;LR;Publicada y disponible para ofertar;21/08/2026 11:15:51;La “DCCP” o “Dirección ChileCompra”, indistintamente requiere la contratación de un servicio especializado para el diseño, desarrollo e implementación del proyecto nueva orden de compra OC. Dicho servicio se ejecutará mediante la provisión de una célula ágil de desarrollo tecnológico, encargada de construir un módulo transaccional cloud-native y modular, integrado a la actual plataforma de Mercado Público.;CLF;NO PUBLICADO;DISPONIBLE;Igual o superior a 5.000 UTM;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA
770-7-L126;CONTRATACIÓN DE CURSOS DE CAPACITACIÓN PARA DIFROL AÑO 2026;L1;Publicada y disponible para ofertar;24/08/2026 15:23:08;La Dirección Nacional de Fronteras y Límites del Estado requiere contratar una serie de cursos para dar cumplimiento a la planificación de capacitación de esta Dirección Nacional la cual está dirigida al personal de la Institución, cuyo objetivo es mejorar las competencias de las personas funcionarias, de manera que puedan desempeñar sus funciones de manera eficiente y cumplir con los objetivos institucionales.;CLP;PUBLICADO;DISPONIBLE;5.743.000;Dirección Nacional de Fronteras y Límites del Estado
1305527-3-LP26;CONTRAT. ARRIENDO DEL SIST. DE CONTROL DE ASIS;LP;Publicada y disponible para ofertar;12/08/2026 17:15:18;La presente licitación tiene por objeto la contratación de un sistema de reloj control y software de gestión de asistencia destinado al registro, control y administración de la jornada laboral de los funcionarios de los Programas 01 y 02 del Servicio Local de Educación Pública Del Pino, permitiendo el registro centralizado, seguro y trazable de la asistencia, horarios de ingreso y salida, cumplimiento de jornada y demás marcaciones asociadas, de conformidad con la normativa vigente, asegurando la continuidad operativa del Servicio, la disponibilidad de la información y condiciones adecuadas de seguridad, integridad y confiabilidad de los datos registrados.;CLP;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DEL PINO
2563-41-LP26;SISTEMA DE VIGILANCIA AMB;LP;Publicada y disponible para ofertar;14/08/2026 14:25:57;Esta Dirección General de Aeronáutica Civil, en adelante Dirección General o DGAC, requiere adquirir un “Sistema de Videovigilancia” basado en cámaras de seguridad con tecnología biespectral, térmica y analítica de intrusión de perímetro, modalidad llave en mano, para el Aeropuerto Arturo Merino Benítez.;CLP;PUBLICADO;DISPONIBLE;165.000.000;DIRECCION GENERAL DE AERONAUTICA CIVIL
1242125-5-LE26;Arriendo de lockers inteligentes con soporte hardware y software para el Hospital Provincial de Ovalle;LE;Publicada y disponible para ofertar;06/08/2026 16:24:00;Conforme a la Ley de Compras Públicas N° 19.886, su Reglamento y modificaciones, el Hospital Provincial de Ovalle llama a licitación pública a empresas o proveedores del rubro, personas naturales o jurídicas, chilenas o extranjeras, así como a Uniones Temporales de Proveedores, para celebrar un CONVENIO DE ARRIENDO DE LOCKERS INTELIGENTES CON SOPORTE HARDWARE Y SOFTWARE para el Hospital Provincial de Ovalle, por un período de 36 (treinta y seis) meses, o hasta agotar el presupuesto, para un oportuno y adecuado suministro de estos servicios y así garantizar el correcto funcionamiento del establecimiento. ;CLP;PUBLICADO;ESTIMADO;44.400.000;SERVICIO DE SALUD COQUIMBO HOSPITAL DE O
1607-10-LR26;servicio hospedaje soporte mantención plataforma;LR;Publicada y disponible para ofertar;14/08/2026 15:05:02;contratación del servicio hospedaje, soporte, mantención y actualización de la Plataforma Integrada de Asignación Familiar, Subsidio Único Familiar y Regímenes relacionados PIAS, de la Superintendencia de Seguridad Social.;CLP;PUBLICADO;DISPONIBLE;540.000.000;SUPERINTENDENCIA DE SEGURIDAD SOCIAL
2563-34-LR26;EQUIPOS PARA REDES INFORMÁTICAS Y LICENCIAS;LR;Publicada y disponible para ofertar;20/08/2026 15:09:49;ADQUISICIÓN DE EQUIPOS DE COMUNICACIONES PARA REDES INFORMÁTICAS Y LICENCIAS DE SOFTWARE MODALIDAD LLAVE EN MANO, PARA EL PROYECTO CONTROL DE ACCESO A LA RED Y PROYECTOS AEROPORTUARIOS PARA LA DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;CLP;PUBLICADO;DISPONIBLE;453.590.167;DIRECCION GENERAL DE AERONAUTICA CIVIL
1003-24-LE26;SISTEMA GNS -LEVANTAMIENTO Y REPLANTEO TOPOGRAFICO;LE;Publicada y disponible para ofertar;21/08/2026 15:06:56;Adquisición de un Sistema GNSS para los trabajos topográficos y geodésicos en el marco de las labores propias de la Dirección de Vialidad Aysén. La adquisición contempla un Sistema GNSS Base y Movil que permita incrementar la eficiencia y precisión en las mediciones por medio de una mayor cobertura satelital y las propias cualidades del equipo. Además, se deberán considerar los accesorios necesarios para el correcto trabajo en terreno, el software y licencias para el procesamiento e interpretación de datos, capacitaciones, servicio técnico y garantías, con el fin de dejar un sistema completamente operativo.;CLP;PUBLICADO;DISPONIBLE;23.000.000;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
956-58-LE26;Adquisición Canalización Configuración Instalación y Puesta en Marcha de 16 Access Point en dependencias del nuevo Hospital Claudio Vicuña de San Antonio;LE;Publicada y disponible para ofertar;24/08/2026 10:04:27;La necesidad de realizar un proceso de licitación para la Adquisición, Canalización, Configuración, Instalación y Puesta en Marcha de 16 Access Point en dependencias del nuevo Hospital Claudio Vicuña de San Antonio, requerido por el Subdepartamento de Tecnologías de la Información y las Comunicaciones de la Dirección del Servicio de Salud Valparaíso – San Antonio;CLP;PUBLICADO;ESTIMADO;21.000.000;SERVICIO DE SALUD VALPARAISO SAN ANTONIO
3134-72-LR26;CONTRATAR EL DESARROLLO DE UN SISTEMA INFORMÁTICO DE EMISIÓN DE DOCUMENTOS DE COBRO Y GESTIÓN DE COBRANZA Y POSTERIOR SOPORTE POR UN PERIODO DE 48 MESES.;LR;Publicada y disponible para ofertar;30/07/2026 11:06:00;La Dirección General del Territorio Marítimo y de Marina Mercante, llama a licitación pública para contratar el desarrollo de un sistema informático de emisión de documentos de cobro llamados Órdenes de Ingresos y la gestión de cobranza de estos, los cuales deben ser emitidos por la Autoridad Marítima a través de plataformas en línea y de forma presencial. b.-	El objetivo principal de esta licitación, es contar con un contrato para el desarrollo de un Sistema que permita generar órdenes de ingreso y egreso, realizar el seguimiento y cobro, para finalmente efectuar la recaudación. Para la emisión, el Sistema debe obtener datos desde bases de datos y otros sistemas propios, con los cuales debe tener una integración y donde cada uno de los hechos económicos queden registrados en línea, mediante una integración con el sistema contable externo.  c.-	Esta Dirección General, al tener la necesidad permanente de contar con un sistema y contrato que disponga este servicio, y debido a los recursos involucrados y al tiempo de implementación del Sistema, se hace necesario que este contrato cuente con la opción de renovación por una sola vez y por el mismo plazo, en los mismos términos, requisitos y condiciones que constan en las presentes bases de licitación, la que estará sujeta a la aprobación del presupuesto respectivo y previo acuerdo entre las partes. ;CLP;PUBLICADO;DISPONIBLE;434.042.600;DIRECCION DE ABASTECIMIENTO DE LA ARMADA
1562-49-LR26;Sistema de monitoreo integral de ciberseguridad;LR;Publicada y disponible para ofertar;20/08/2026 18:20:54;El Servicio Nacional de Geología y Minería SERNAGEOMIN requiere contratar un Servicio de Monitoreo integral de ciberseguridad que incluye suscripciones de software, implementación, capacitación, soporte y operación continua, orientado a fortalecer su postura institucional de ciberdefensa, proteger activos críticos de información y asegurar la continuidad operativa. El requerimiento se enmarca en la Ley Marco de Ciberseguridad e Infraestructura Crítica OIV, la Estrategia Nacional de Ciberseguridad y los estándares internacionales aplicables. Contempla una plataforma de protección avanzada con capacidades de prevención, detección, respuesta y monitoreo continuo, integrada a un modelo de Servicio de Monitoreo y alineada a un enfoque de Zero Trust.;CLP;PUBLICADO;DISPONIBLE;366.678.654;SERVICIO NACIONAL DE GEOLOGIA Y MINERIA
869591-10-LP26;CONTRATACIÓN DEL SERVICIO DE DISEÑO Y DESARROLLO DEL NUEVO PORTAL API Y CAPA DE DATOS DE NEGOCIO PARA MERCADO PÚBLICO;LP;Publicada y disponible para ofertar;12/08/2026 10:35:40;CONTRATACIÓN DEL SERVICIO DE DISEÑO Y DESARROLLO DEL NUEVO PORTAL API Y CAPA DE DATOS DE NEGOCIO PARA MERCADO PÚBLICO;CLF;NO PUBLICADO;DISPONIBLE;Igual o superior a 1.000 UTM e inferior a 2.000 UTM;DIRECCION DE COMPRAS Y CONTRATACION PUBLICA
1057489-237-I226;Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS;I2;Publicada y disponible para ofertar;13/08/2026 08:31:42;Que, el Hospital del Salvador integra la red asistencial del Sistema Público de Salud, y no cuenta con la posibilidad de contar con Infraestructura Data Center y Servidores, lo cual resulta indispensable para la migración de datos y de información contenida en el Hospital, también se necesita contar con el servicio de infraestructura de hardware, software de infraestructura de virtualización sobre vSphere. Que, la institución convocó a la Licitación Pública bajo ID Nº 1057489-160-LR26, para, Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS mediante bases reguladas por Resolución Exenta N° N°1832, de 28 de mayo del 2026, sin embargo, fue declarada inadmisible de conformidad a Artículo 9° de Ley N°19.886, mediante Resolución Exenta Nº2305, de fecha 07 de julio del 2026, por no presentarse oferentes al llamado de Licitación Que, por la cuantía determinada, la presente licitación se ubica en el tramo para contrataciones iguales o superiores a 5.000 UTM, en conformidad al Artículo 36º del Reglamento de la Ley Nº19.886  Que, la cuantía de contratación, de conformidad a Resolución N°36 de 2024 de Contraloría General de la República, por ser inferior a 10.000 UTM, queda sujeta a controles de reemplazo, motivo por el cual no puede superar dicho límite  REF: Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS Que, hechas las consultas respectivas, la compra del Servicio de Arriendo de Infraestructura Data Center y Servidores para el HDS descritos en estas bases no se encuentra disponible en el catálogo de bienes y servicios ofrecidos en el Sistema de Información de la Dirección de Compras www.mercadopublico.cl. Que, esta compra está vinculada al Plan Anual de Compras del año 2026 bajo el ID 1057489-16- PC26;CLP;PUBLICADO;ESTIMADO;464.171.400;SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR
